ord_nbr,line_nbr,line_kind,invt_id,descr,qty,unit,unit_price,ext_price,rev_acct
0212250028,1,material,0205606,3/4 Open-Retail Drop Ship,4.0,YARD,93.0625,372.25,400000
0212250028,2,labor,0220502,Retail Labor Hours,5.5,HOURS,22.3182,122.75,400002
0212250028,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,87.5,175.0,400003
0212250028,4,discount,0205606,Senior Discount,0.0,YARD,,-45.0,400000
0212250022,1,material,0302121,Rexius Steer Plus,15.0,YARD,48.6667,730.0,400000
0212250022,2,labor,0220502,Retail Labor Hours,5.5,HOURS,18.1818,100.0,400002
0212250022,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,160.0,200.0,400003
0212250022,4,discount,0302121,VIP Discount,0.0,YARD,,-100.0,400000
0212250023,1,material,0302108,Rexius Primary Planting Soil,20.0,YARD,43.3625,867.25,400000
0212250023,2,labor,0220502,Retail Labor Hours,7.5,HOURS,16.3667,122.75,400002
0212250023,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,58.3333,175.0,400003
0212250023,4,discount,0302108,VIP Discount,0.0,YARD,,-150.0,400000
0212250024,1,material,0303301,Fiberex,20.0,YARD,48.05,961.0,400000
0212250024,2,labor,0220502,Retail Labor Hours,7.0,HOURS,17.4286,122.0,400002
0212250024,3,equipment,0220503,Retail-Equipment Hours,3.25,HOURS,59.0769,192.0,400003
0212250024,4,discount,0303301,VIP Discount,0.0,YARD,,-200.0,400000
0212250025,1,material,0205601,3/8 Round Pea Gravel-Retail Dr,8.0,YARD,66.2188,529.75,400000
0212250025,2,labor,0220502,Retail Labor Hours,8.0,HOURS,25.0312,200.25,400002
0212250025,3,equipment,0220503,Retail-Equipment Hours,3.75,HOURS,84.0,315.0,400003
0212250026,1,material,0303301,Fiberex,40.0,YARD,44.1842,1767.37,400000
0212250026,2,labor,0220502,Retail Labor Hours,6.5,HOURS,15.4046,100.13,400002
0212250026,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,57.2727,157.5,400003
0212250026,4,discount,0303301,VIP Education Discount,0.0,YARD,,-200.0,400000
0212250027,1,material,0205601,3/8 Round Pea Gravel-Retail Dr,8.0,YARD,58.4375,467.5,400000
0212250027,2,labor,0220502,Retail Labor Hours,7.5,HOURS,70.0,525.0,400002
0212250027,3,equipment,0220503,Retail-Equipment Hours,3.5,HOURS,75.0,262.5,400003
0212250019,1,material,0205606,3/4 Open-Retail Drop Ship,8.0,YARD,64.625,517.0,400000
0212250019,2,labor,0220502,Retail Labor Hours,9.5,HOURS,18.7368,178.0,400002
0212250019,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,112.0,280.0,400003
0212250021,1,material,0205603,"3/4"" Round-Retail Drop Ship",3.0,YARD,75.9567,227.87,400000
0212250021,2,labor,0220502,Retail Labor Hours,6.0,HOURS,24.105,144.63,400002
0212250021,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,91.0,227.5,400003
0212250017,1,material,0302121,Rexius Steer Plus,15.0,YARD,55.8833,838.25,400000
0212250017,2,labor,0220502,Retail Labor Hours,7.5,HOURS,14.9,111.75,400002
0212250017,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,58.3333,175.0,400003
0212250016,1,material,0205606,3/4 Open-Retail Drop Ship,8.0,YARD,64.625,517.0,400000
0212250016,2,labor,0220502,Retail Labor Hours,9.5,HOURS,18.7368,178.0,400002
0212250016,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,140.0,280.0,400003
0212250015,1,material,0303301,Fiberex,40.0,YARD,42.3125,1692.5,400000
0212250015,2,labor,0220502,Retail Labor Hours,9.0,HOURS,58.3333,525.0,400002
0212250015,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,131.25,262.5,400003
0212250011,1,material,0205603,"3/4"" Round-Retail Drop Ship",8.0,YARD,64.7338,517.87,400000
0212250011,2,labor,0220502,Retail Labor Hours,7.0,HOURS,20.6614,144.63,400002
0212250011,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,113.75,227.5,400003
0212250012,1,material,0217926,Terra Seeding-Retail,5000.0,FEET,0.1663,831.75,400000
0212250012,2,labor,0220502,Retail Labor Hours,12.5,HOURS,23.14,289.25,400002
0212250012,3,equipment,0220503,Retail-Equipment Hours,6.0,HOURS,57.3333,344.0,400003
0212250013,1,material,0205606,3/4 Open-Retail Drop Ship,8.0,YARD,65.2812,522.25,400000
0212250013,2,labor,0220502,Retail Labor Hours,5.5,HOURS,22.3182,122.75,400002
0212250013,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,210.0,210.0,400003
0212250010,1,material,0301322,BeautiBark,20.0,YARD,41.575,831.5,400000
0212250010,2,labor,0220502,Retail Labor Hours,7.5,HOURS,17.8,133.5,400002
0212250010,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,84.0,210.0,400003
0212250004,1,material,0303301,Fiberex,7.0,YARD,47.2857,331.0,400000
0212250004,2,labor,0220502,Retail Labor Hours,3.75,HOURS,35.7333,134.0,400002
0212250004,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,168.0,210.0,400003
0212250004,4,discount,0303301,Winter Discount,0.0,YARD,,-40.0,400000
0212250005,1,material,0205601,"3/4"" PCC rock from RiverBend",8.0,YARD,61.875,495.0,400000
0212250005,2,labor,0220502,Retail Labor Hours,16.0,HOURS,74.375,1190.0,400002
0212250005,3,equipment,0220503,Retail-Equipment Hours,6.5,HOURS,91.5385,595.0,400003
0212250006,1,material,0317960,Microblend,0.0,LBS,,6500.0,400000
0212250006,2,fee,0317960,Freight,0.0,LBS,,225.0,400000
0212250007,1,material,0302907,Love Food Not Waste Compost,8.0,YARD,52.515,420.12,400000
0212250007,2,labor,0220502,Retail Labor Hours,7.0,HOURS,17.4829,122.38,400002
0212250007,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,110.0,192.5,400003
0212250008,1,material,0205601,3/8 Round Pea Gravel-Retail Dr,8.0,YARD,66.2188,529.75,400000
0212250008,2,labor,0220502,Retail Labor Hours,13.5,HOURS,14.8333,200.25,400002
0212250008,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,126.0,315.0,400003
0212250009,1,material,0301020,Premium Hemlock Bark,15.0,YARD,65.5833,983.75,400000
0212250009,2,labor,0220502,Retail Labor Hours,8.0,HOURS,13.9062,111.25,400002
0212250009,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,87.5,175.0,400003
0212250002,1,material,0302107,Rexius Premium Turf Start,24.0,YARD,58.8542,1412.5,400000
0212250002,2,labor,0220502,Retail Labor Hours,10.5,HOURS,21.1905,222.5,400002
0212250002,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,116.6667,350.0,400003
0212250003,1,material,0302107,Rexius Premium Turf Start,2.0,YARD,99.375,198.75,400000
0212250003,2,labor,0220502,Retail Labor Hours,3.0,HOURS,37.0833,111.25,400002
0212250003,3,equipment,0220503,Retail-Equipment Hours,0.5,HOURS,350.0,175.0,400003
0212250003,4,discount,0302107,Winter Discount,0.0,YARD,,-40.0,400000
0211250026,1,material,0304321,EconoBark,11.0,YARD,35.3409,388.75,400000
0211250026,2,labor,0220502,Retail Labor Hours,5.5,HOURS,20.2273,111.25,400002
0211250026,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,116.6667,175.0,400003
0211250026,4,discount,0304321,Winter Discount,0.0,YARD,,-100.0,400000
0211250027,1,material,0301020,Premium Hemlock Bark,7.5,YARD,47.1667,353.75,400000
0211250027,2,labor,0220502,Retail Labor Hours,7.5,HOURS,14.8333,111.25,400002
0211250027,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,116.6667,175.0,400003
0211250027,4,discount,0301020,VIP Discount,0.0,YARD,,-50.0,400000
0212250001,1,material,0205601,"3/4"" PCC rock from RiverBend",8.0,YARD,61.875,495.0,400000
0212250001,2,labor,0220502,Retail Labor Hours,15.0,HOURS,79.3333,1190.0,400002
0212250001,3,equipment,0220503,Retail-Equipment Hours,6.0,HOURS,99.1667,595.0,400003
0211250024,1,material,0304321,EconoBark,23.0,YARD,22.2935,512.75,400000
0211250024,2,labor,0220502,Retail Labor Hours,8.5,HOURS,13.0882,111.25,400002
0211250024,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,87.5,175.0,400003
0211250024,4,discount,0304321,Winter Discount,0.0,YARD,,-150.0,400000
0211250025,1,material,0303301,Fiberex,4.0,YARD,58.4375,233.75,400000
0211250025,2,labor,0220502,Retail Labor Hours,5.0,HOURS,22.25,111.25,400002
0211250025,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,233.3333,175.0,400003
0211250025,4,discount,0303301,Discount,0.0,YARD,,-45.0,400000
0211250023,1,material,0301322,BeautiBark,30.0,YARD,41.2917,1238.75,400000
0211250023,2,labor,0220502,Retail Labor Hours,7.0,HOURS,15.8929,111.25,400002
0211250023,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,87.5,175.0,400003
0211250022,1,material,0304321,EconoBark,64.0,YARD,36.3672,2327.5,400000
0211250022,2,labor,0220502,Retail Labor Hours,10.0,HOURS,22.25,222.5,400002
0211250022,3,equipment,0220503,Retail-Equipment Hours,5.0,HOURS,70.0,350.0,400003
0211250022,4,discount,0304321,Winter Discount,0.0,YARD,,-300.0,400000
0211250021,1,material,0301322,BeautiBark,14.0,YARD,36.3393,508.75,400000
0211250021,2,equipment,0220503,Retail-Equipment Hours,7.0,HOURS,15.8929,111.25,400003
0211250021,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,116.6667,175.0,400003
0211250021,5,discount,0301322,Contractors Discount,0.0,YARD,,-39.75,400000
0211250019,1,material,0302907,Greenwaste Compost,11.0,YARD,43.9773,483.75,400000
0211250019,2,labor,0220502,Retail Labor Hours,6.75,HOURS,16.4815,111.25,400002
0211250019,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,233.3333,175.0,400003
0211250020,1,material,0301020,Premium Hemlock Bark,8.0,YARD,50.4688,403.75,400000
0211250020,2,labor,0220502,Retail Labor Hours,8.25,HOURS,13.4848,111.25,400002
0211250020,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,140.0,175.0,400003
0211250020,5,discount,0301020,Winter Discount,0.0,YARD,,-35.0,400000
0211250018,1,material,0301020,Premium Hemlock Bark,20.0,YARD,47.9375,958.75,400000
0211250018,2,labor,0220502,Retail Labor Hours,5.0,HOURS,22.25,111.25,400002
0211250018,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,70.0,175.0,400003
0211250018,5,discount,0301020,Senior Discount,0.0,YARD,,-55.0,400000
0211250017,1,material,0302108,Rexius Primary Planting Soil,30.0,YARD,52.75,1582.5,400000
0211250017,2,labor,0220502,Retail Labor Hours,7.5,HOURS,130.6667,980.0,400002
0211250017,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,178.1818,490.0,400003
0211250015,1,material,0302108,Rexius Primary Planting Soil,7.0,YARD,30.0,210.0,400000
0211250015,2,material,0302809,Garden Valley Organic Compost,5.0,YARD,20.0,100.0,400000
0211250015,3,labor,0220502,Retail Labor Hours,7.0,HOURS,42.8571,300.0,400002
0211250015,4,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,83.3333,125.0,400003
0211250016,1,material,0205601,3/8 Round Pea Gravel-Retail Dr,8.0,YARD,75.4688,603.75,400000
0211250016,2,labor,0220502,Retail Labor Hours,6.5,HOURS,17.1154,111.25,400002
0211250016,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,77.7778,175.0,400003
0211250012,1,material,0301322,BeautiBark,7.5,YARD,46.8,351.0,400000
0211250012,2,labor,0220502,Retail Labor Hours,3.5,HOURS,25.4286,89.0,400002
0211250012,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,140.0,140.0,400003
0211250013,1,material,0304321,EconoBark,64.0,YARD,35.8125,2292.0,400000
0211250013,2,labor,0220502,Retail Labor Hours,10.0,HOURS,26.8,268.0,400002
0211250013,3,equipment,0220503,Retail-Equipment Hours,4.0,HOURS,105.0,420.0,400003
0211250014,1,material,0304321,EconoBark,32.0,YARD,35.8125,1146.0,400000
0211250014,2,labor,0220502,Retail Labor Hours,6.0,HOURS,22.3333,134.0,400002
0211250014,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,70.0,210.0,400003
0211250010,1,material,0205601,Quarter Ten Rock,7.0,YARD,63.4643,444.25,400000
0211250010,2,labor,0220502,Retail Labor Hours,4.0,HOURS,38.9375,155.75,400002
0211250010,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,140.0,245.0,400003
0211250011,1,material,0302907,Rexius Garden Compost,46.0,YARD,41.7391,1920.0,400000
0211250011,2,labor,0220502,Retail Labor Hours,10.0,HOURS,84.0,840.0,400002
0211250011,3,equipment,0220503,Retail-Equipment Hours,4.5,HOURS,93.3333,420.0,400003
0211250007,1,material,0301322,BeautiBark,80.0,YARD,38.6094,3088.75,400000
0211250007,2,labor,0220502,Retail Labor Hours,15.0,HOURS,37.0833,556.25,400002
0211250007,3,equipment,0220503,Retail-Equipment Hours,3.75,HOURS,140.0,525.0,400003
0211250008,1,material,0301020,Premium Hemlock Bark,10.0,YARD,61.1,611.0,400000
0211250008,2,labor,0220502,Retail Labor Hours,5.0,HOURS,17.8,89.0,400002
0211250008,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,93.3333,140.0,400003
0211250008,4,discount,0301020,Senior Discount,0.0,YARD,,-92.0,400000
0211250009,1,material,0302107,Rexius Premium Turf Start,30.0,YARD,66.5833,1997.5,400000
0211250009,2,labor,0220502,Retail Labor Hours,8.0,HOURS,27.8125,222.5,400002
0211250009,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,116.6667,350.0,400003
0211250006,1,material,0302108,Rexius Primary Planting Soil,5.0,YARD,49.2,246.0,400000
0211250006,2,labor,0220502,Retail Labor Hours,2.0,HOURS,44.5,89.0,400002
0211250006,3,equipment,0220503,Retail-Equipment Hours,0.5,HOURS,280.0,140.0,400003
0211250006,4,discount,0302108,Repeat Customer Discount,0.0,YARD,,-25.0,400000
0211250002,1,material,0301322,BeautiBark,7.5,YARD,45.1667,338.75,400000
0211250002,2,labor,0220502,Retail Labor Hours,3.5,HOURS,31.7857,111.25,400002
0211250002,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,140.0,175.0,400003
0211250002,4,discount,0301322,Gift Certificate,0.0,YARD,,-625.0,400000
0211250003,1,material,0302108,Rexius Primary Planting Soil,11.0,YARD,51.25,563.75,400000
0211250003,2,labor,0220502,Retail Labor Hours,4.5,HOURS,24.7222,111.25,400002
0211250003,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,100.0,175.0,400003
0211250003,4,discount,0302108,Winter Discount,0.0,YARD,,-40.6,400000
0211250004,1,material,0302100,Rexius Flower-n-Garden,5.0,YARD,92.8,464.0,400000
0211250004,2,labor,0220502,Retail Labor Hours,4.0,HOURS,27.8125,111.25,400002
0211250004,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,116.6667,175.0,400003
0211250004,4,discount,0302100,Senior Discount,0.0,YARD,,-75.0,400000
0211250005,1,material,0303300,Fresh Sawdust,15.0,YARD,37.7667,566.5,400000
0211250005,2,labor,0220502,Retail Labor Hours,2.0,HOURS,66.75,133.5,400002
0211250005,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,280.0,210.0,400003
0211250005,4,discount,0303300,Winter Discount,0.0,YARD,,-85.0,400000
0210250054,1,material,0205603,"3/4"" Round-Retail Drop Ship",16.0,YARD,39.375,630.0,400000
0210250054,2,labor,0220502,Retail Labor Hours,10.5,HOURS,71.4286,750.0,400002
0210250054,3,equipment,0220503,Retail-Equipment Hours,4.0,HOURS,95.0,380.0,400003
0210250050,1,material,0302809,Garden Valley Organic Compost,20.0,YARD,44.01,880.2,400000
0210250050,2,labor,0220502,Retail Labor Hours,3.5,HOURS,34.9429,122.3,400002
0210250050,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,128.3333,192.5,400003
0210250051,1,material,0303301,Fiberex,40.0,YARD,42.3438,1693.75,400000
0210250051,2,labor,0220502,Retail Labor Hours,3.0,HOURS,37.0833,111.25,400002
0210250051,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,140.0,175.0,400003
0210250052,1,material,0303301,Fiberex,40.0,YARD,42.3438,1693.75,400000
0210250052,2,labor,0220502,Retail Labor Hours,3.5,HOURS,31.7857,111.25,400002
0210250052,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,70.0,175.0,400003
0210250053,1,material,0303301,Fiberex,20.0,YARD,35.1875,703.75,400000
0210250053,2,labor,0220502,Retail Labor Hours,3.5,HOURS,31.7857,111.25,400002
0210250053,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,175.0,175.0,400003
0210250049,1,material,0301020,Premium Hemlock Bark,23.0,YARD,56.5761,1301.25,400000
0210250049,2,labor,0220502,Retail Labor Hours,5.5,HOURS,24.3182,133.75,400002
0210250049,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,105.0,210.0,400003
0210250043,1,material,0302102,Garden Valley Natural and Organic Soil with Worm Castings,9.5,YARD,150.0,1425.0,400000
0210250043,2,labor,0220502,Retail Labor Hours,2.5,HOURS,180.0,450.0,400002
0210250043,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,180.0,180.0,400003
0210250044,1,material,0302907,Rexius Garden Compost,20.0,YARD,15.0,300.0,400000
0210250044,2,labor,0220502,Retail Labor Hours,4.5,HOURS,29.6667,133.5,400002
0210250044,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,105.0,210.0,400003
0210250044,4,discount,0302907,Local School Donation,0.0,YARD,,-443.5,400000
0210250045,1,material,0302108,Rexius Primary Planting Soil,15.0,YARD,52.1,781.5,400000
0210250045,2,labor,0220502,Retail Labor Hours,2.5,HOURS,53.4,133.5,400002
0210250045,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,210.0,210.0,400003
0210250046,1,material,0301322,BeautiBark,10.0,YARD,38.875,388.75,400000
0210250046,2,labor,0220502,Retail Labor Hours,3.5,HOURS,31.7857,111.25,400002
0210250046,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,100.0,175.0,400003
0210250048,1,material,0302107,Rexius Premium Turf Start,25.0,YARD,64.6896,1617.24,400000
0210250048,2,labor,0220502,Retail Labor Hours,6.5,HOURS,37.6554,244.76,400002
0210250048,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,140.3636,386.0,400003
0210250040,1,material,0301322,BeautiBark,33.0,YARD,44.7333,1476.2,400000
0210250040,2,labor,0220502,Retail Labor Hours,6.5,HOURS,34.2308,222.5,400002
0210250040,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,155.5556,350.0,400003
0210250041,1,material,0301020,Premium Hemlock Bark,4.0,YARD,77.1875,308.75,400000
0210250041,2,labor,0220502,Retail Labor Hours,2.0,HOURS,55.625,111.25,400002
0210250041,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,233.3333,175.0,400003
0210250042,1,material,0317960,Microblend,0.0,LBS,,6500.0,400000
0210250042,2,fee,0317960,Freight,0.0,LBS,,225.0,400000
0210250037,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,56.4333,846.5,400000
0210250037,2,labor,0220502,Retail Labor Hours,4.0,HOURS,33.375,133.5,400002
0210250037,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,140.0,210.0,400003
0210250038,1,material,0302907,Green Waste Compost,30.0,YARD,43.5833,1307.5,400000
0210250038,2,labor,0220502,Retail Labor Hours,7.0,HOURS,31.7857,222.5,400002
0210250038,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,127.2727,350.0,400003
0210250039,1,material,0301020,Premium Hemlock Bark,15.0,YARD,63.3333,950.0,400000
0210250039,2,labor,0220502,Retail Labor Hours,3.25,HOURS,37.6923,122.5,400002
0210250039,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,131.6667,197.5,400003
0210250034,1,material,0304321,EconoBark,30.0,YARD,34.5,1035.0,400000
0210250034,2,labor,0220502,Retail Labor Hours,5.5,HOURS,22.2727,122.5,400002
0210250034,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,96.25,192.5,400003
0210250034,4,discount,0304321,Senior Discount,0.0,YARD,,-125.0,400000
0210250035,1,material,0301322,BeautiBark,7.5,YARD,42.5,318.75,400000
0210250035,2,labor,0220502,Retail Labor Hours,3.5,HOURS,31.7857,111.25,400002
0210250035,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,175.0,175.0,400003
0210250036,1,material,0205603,"3/4"" Round-Retail Drop Ship",6.0,YARD,73.3533,440.12,400000
0210250036,2,labor,0220502,Retail Labor Hours,4.0,HOURS,30.595,122.38,400002
0210250036,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,128.3333,192.5,400003
0210250031,1,material,0205603,"3/4"" Round-Retail Drop Ship",8.0,YARD,65.0,520.0,400000
0210250031,2,labor,0220502,Retail Labor Hours,4.5,HOURS,35.5556,160.0,400002
0210250031,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,87.5,175.0,400003
0210250031,4,discount,0205603,New Customer Discount,0.0,YARD,,-40.0,400000
0210250032,1,material,0302121,Rexius Steer Plus,15.0,YARD,54.5833,818.75,400000
0210250032,2,labor,0220502,Retail Labor Hours,3.0,HOURS,37.0833,111.25,400002
0210250032,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,140.0,175.0,400003
0210250033,1,material,0217926,Terra Seeding-Retail,1000.0,FEET,0.5038,503.75,400000
0210250033,2,labor,0220502,Retail Labor Hours,4.0,HOURS,27.8125,111.25,400002
0210250033,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,116.6667,175.0,400003
0210250030,1,material,0302809,Garden Valley Organic Compost,15.0,YARD,39.7667,596.5,400000
0210250030,2,labor,0220502,Retail Labor Hours,5.0,HOURS,26.7,133.5,400002
0210250030,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,105.0,210.0,400003
0210250030,4,discount,0302809,New Customer Discount,0.0,YARD,,-45.0,400000
0210250029,1,material,0302907,Love Food Not Waste Compost,7.0,YARD,28.5714,200.0,400000
0210250029,2,labor,0220502,Retail Labor Hours,3.0,HOURS,66.6667,200.0,400002
0210250029,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,80.0,100.0,400003
0210250025,1,material,0217926,Terra Seeding-Retail,3800.0,FEET,0.264,1003.25,400000
0210250025,2,labor,0220502,Retail Labor Hours,6.5,HOURS,17.1923,111.75,400002
0210250025,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,63.6364,175.0,400003
0210250026,1,material,0301020,Premium Hemlock Bark,15.0,YARD,63.68,955.2,400000
0210250026,2,labor,0220502,Retail Labor Hours,5.5,HOURS,22.2364,122.3,400002
0210250026,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,85.5556,192.5,400003
0210250027,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,28.15,422.25,400000
0210250027,2,labor,0220502,Retail Labor Hours,5.0,HOURS,22.35,111.75,400002
0210250027,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,116.6667,175.0,400003
0210250027,4,discount,0302107,Senior discount,0.0,YARD,,-35.45,400000
0210250028,1,material,0302809,Garden Valley Organic Compost,20.0,YARD,44.01,880.2,400000
0210250028,2,labor,0220502,Retail Labor Hours,3.5,HOURS,34.9429,122.3,400002
0210250028,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,128.3333,192.5,400003
0210250020,1,material,0302108,Rexius Primary Planting Soil,3.0,YARD,54.4167,163.25,400000
0210250020,2,labor,0220502,Retail Labor Hours,2.5,HOURS,44.7,111.75,400002
0210250020,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,175.0,175.0,400003
0210250020,4,discount,0302108,Senior Discount,0.0,YARD,,-25.0,400000
0210250022,1,material,0301020,Premium Hemlock Bark,7.0,YARD,43.8214,306.75,400000
0210250022,2,labor,0220502,Retail Labor Hours,3.0,HOURS,37.25,111.75,400002
0210250022,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,140.0,175.0,400003
0210250022,4,discount,0301020,Senior Discount,0.0,YARD,,-28.5,400000
0210250023,1,material,0302907,Rexius Garden Compost,20.0,YARD,15.0,300.0,400000
0210250023,2,labor,0220502,Retail Labor Hours,5.0,HOURS,26.7,133.5,400002
0210250023,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,93.3333,210.0,400003
0210250023,4,discount,0302907,Local School Donation,0.0,YARD,,-443.5,400000
0210250024,1,material,0302907,Rexius Garden Compost,20.0,YARD,15.0,300.0,400000
0210250024,2,labor,0220502,Retail Labor Hours,5.0,HOURS,26.7,133.5,400002
0210250024,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,93.3333,210.0,400003
0210250024,4,discount,0302907,Local School Donation,0.0,YARD,,-443.5,400000
0210250019,1,material,0217926,Terra Seeding-Retail,3375.0,FEET,0.8827,2979.0,400000
0210250019,2,labor,0220502,Retail Labor Hours,18.75,HOURS,17.8,333.75,400002
0210250019,3,equipment,0220503,Retail-Equipment Hours,5.75,HOURS,91.3043,525.0,400003
0210250019,4,discount,0217926,Volume Discount,0.0,FEET,,-182.75,400000
0210250019,5,material,0220940,Roll lawn with water roller,0.0,EACH,,125.0,400000
0210250017,1,material,0205601,Quarter Ten Rock,24.0,YARD,66.4583,1595.0,400000
0210250017,2,labor,0220502,Retail Labor Hours,12.75,HOURS,37.6471,480.0,400002
0210250017,3,equipment,0220503,Retail-Equipment Hours,3.5,HOURS,150.0,525.0,400003
0210250018,1,material,0301322,BeautiBark,23.0,YARD,39.1304,900.0,400000
0210250018,2,labor,0220502,Retail Labor Hours,5.5,HOURS,32.0,176.0,400002
0210250018,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,85.5556,192.5,400003
0210250018,4,discount,0301322,Repeat Customer Disc,0.0,YARD,,-120.0,400000
0210250016,1,material,0304321,EconoBark,32.0,YARD,30.2734,968.75,400000
0210250016,2,labor,0220502,Retail Labor Hours,5.25,HOURS,21.1905,111.25,400002
0210250016,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,116.6667,175.0,400003
0210250013,1,material,0302907,Greenwaste Compost,19.0,YARD,51.25,973.75,400000
0210250013,2,labor,0220502,Retail Labor Hours,4.5,HOURS,24.7222,111.25,400002
0210250013,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,87.5,175.0,400003
0210250013,4,material,0317960,Microblend,40.0,LBS,5.0,200.0,400000
0210250014,1,material,0301020,Premium Hemlock Bark,7.5,YARD,57.7667,433.25,400000
0210250014,2,labor,0220502,Retail Labor Hours,3.25,HOURS,34.3846,111.75,400002
0210250014,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,175.0,175.0,400003
0210250015,1,material,0304321,EconoBark,9.0,YARD,31.1111,280.0,400000
0210250015,2,labor,0220502,Retail Labor Hours,2.0,HOURS,300.0,600.0,400002
0210250015,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,313.3333,235.0,400003
0210250007,1,material,0302107,Rexius Premium Turf Start,5.0,YARD,64.4,322.0,400000
0210250007,2,labor,0220502,Retail Labor Hours,5.25,HOURS,24.381,128.0,400002
0210250007,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,93.3333,140.0,400003
0210250008,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,36.6667,550.0,400000
0210250008,2,labor,0220502,Retail Labor Hours,6.0,HOURS,66.6667,400.0,400002
0210250008,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,85.7143,150.0,400003
